class,class_index,start_frame,stop_frame,video_id,point
CricketShot,6,3717,3747,video_validation_0000176,3731
CricketBowling,5,3789,3810,video_validation_0000176,3797
CricketShot,6,3801,3831,video_validation_0000176,3815
CricketBowling,5,3891,3921,video_validation_0000176,3905
CricketShot,6,3912,3957,video_validation_0000176,3934
CricketBowling,5,21,357,video_validation_0000177,189
CricketBowling,5,1986,2013,video_validation_0000177,1998
CricketBowling,5,2154,2175,video_validation_0000177,2165
CricketBowling,5,2235,2352,video_validation_0000177,2290
CricketBowling,5,2409,2541,video_validation_0000177,2474
CricketBowling,5,2559,2607,video_validation_0000177,2583
CricketBowling,5,357,450,video_validation_0000178,404
CricketShot,6,429,495,video_validation_0000178,462
CricketBowling,5,1044,1440,video_validation_0000178,1240
CricketBowling,5,1881,2037,video_validation_0000178,1958
CricketBowling,5,2148,2409,video_validation_0000178,2277
CricketBowling,5,2484,2580,video_validation_0000178,2531
CricketBowling,5,2604,2730,video_validation_0000178,2665
CricketBowling,5,2880,2931,video_validation_0000178,2905
CricketBowling,5,261,333,video_validation_0000179,295
CricketBowling,5,1158,1194,video_validation_0000179,1175
CricketShot,6,1173,1221,video_validation_0000179,1196
CricketBowling,5,1869,1905,video_validation_0000179,1886
CricketShot,6,1887,1917,video_validation_0000179,1901
CricketBowling,5,2196,2262,video_validation_0000179,2228
CricketShot,6,2226,2292,video_validation_0000179,2258
CricketBowling,5,2664,2688,video_validation_0000179,2676
CricketShot,6,2682,2700,video_validation_0000179,2691
CricketBowling,5,2742,2787,video_validation_0000179,2764
CricketBowling,5,3006,3048,video_validation_0000179,3024
CricketShot,6,3048,3108,video_validation_0000179,3076
CricketBowling,5,3162,3216,video_validation_0000179,3187
CricketBowling,5,3486,3510,video_validation_0000179,3495
CricketShot,6,3507,3528,video_validation_0000179,3517
CricketBowling,5,3597,3618,video_validation_0000179,3606
CricketBowling,5,4350,4371,video_validation_0000179,4359
CricketShot,6,4362,4389,video_validation_0000179,4373
CricketBowling,5,5112,5142,video_validation_0000179,5124
CricketShot,6,5121,5154,video_validation_0000179,5137
CricketBowling,5,6,45,video_validation_0000180,23
CricketBowling,5,57,120,video_validation_0000180,85
CricketBowling,5,165,183,video_validation_0000180,172
CricketBowling,5,252,282,video_validation_0000180,265
CricketBowling,5,438,468,video_validation_0000180,450
CricketShot,6,456,486,video_validation_0000180,469
CricketBowling,5,567,594,video_validation_0000180,578
CricketShot,6,588,627,video_validation_0000180,605
CricketBowling,5,684,705,video_validation_0000180,693
CricketShot,6,699,726,video_validation_0000180,709
CricketBowling,5,786,816,video_validation_0000180,800
CricketShot,6,810,837,video_validation_0000180,821
CricketBowling,5,879,909,video_validation_0000180,890
CricketBowling,5,918,939,video_validation_0000180,925
CricketShot,6,930,972,video_validation_0000180,949
CricketBowling,5,1044,1071,video_validation_0000180,1056
CricketShot,6,1071,1095,video_validation_0000180,1079
CricketBowling,5,1170,1203,video_validation_0000180,1185
CricketShot,6,1200,1239,video_validation_0000180,1217
CricketBowling,5,1437,1467,video_validation_0000180,1452
CricketShot,6,1464,1494,video_validation_0000180,1478
CricketBowling,5,1587,1623,video_validation_0000180,1605
CricketShot,6,1617,1656,video_validation_0000180,1634
CricketBowling,5,1710,1725,video_validation_0000180,1718
CricketShot,6,1725,1746,video_validation_0000180,1733
CricketBowling,5,1896,1914,video_validation_0000180,1904
CricketShot,6,1914,1941,video_validation_0000180,1926
CricketShot,6,2046,2079,video_validation_0000180,2059
CricketBowling,5,2130,2160,video_validation_0000180,2144
CricketShot,6,2160,2190,video_validation_0000180,2173
CricketBowling,5,2250,2268,video_validation_0000180,2256
CricketShot,6,2271,2298,video_validation_0000180,2282
CricketBowling,5,2439,2466,video_validation_0000180,2453
CricketShot,6,2457,2475,video_validation_0000180,2466
CricketShot,6,2610,2631,video_validation_0000180,2620
CricketBowling,5,2805,2823,video_validation_0000180,2812
CricketShot,6,2820,2847,video_validation_0000180,2831
CricketBowling,5,2952,2985,video_validation_0000180,2967
CricketShot,6,2985,3009,video_validation_0000180,2995
CricketShot,6,3066,3096,video_validation_0000180,3079
CricketBowling,5,3354,3378,video_validation_0000180,3366
CricketBowling,5,3474,3495,video_validation_0000180,3483
CricketShot,6,3483,3516,video_validation_0000180,3499
CricketBowling,5,3777,3801,video_validation_0000180,3789
CricketShot,6,3795,3822,video_validation_0000180,3807
CricketBowling,5,3948,3969,video_validation_0000180,3957
CricketShot,6,3963,3984,video_validation_0000180,3971
CricketBowling,5,4176,4206,video_validation_0000180,4189
CricketShot,6,4200,4236,video_validation_0000180,4217
CricketBowling,5,4440,4458,video_validation_0000180,4447
CricketShot,6,4452,4482,video_validation_0000180,4465
CricketBowling,5,4536,4554,video_validation_0000180,4544
CricketShot,6,4551,4572,video_validation_0000180,4559
CricketBowling,5,4596,4611,video_validation_0000180,4602
CricketShot,6,4605,4629,video_validation_0000180,4615
CricketBowling,5,4641,4656,video_validation_0000180,4647
CricketShot,6,4653,4677,video_validation_0000180,4663
CricketBowling,5,4794,4812,video_validation_0000180,4803
CricketShot,6,4803,4827,video_validation_0000180,4814
CricketBowling,5,4914,4932,video_validation_0000180,4921
CricketShot,6,4926,4953,video_validation_0000180,4939
CricketBowling,5,5046,5076,video_validation_0000180,5061
CricketShot,6,5073,5097,video_validation_0000180,5083
CricketBowling,5,5193,5211,video_validation_0000180,5199
CricketShot,6,5202,5220,video_validation_0000180,5210
CricketBowling,5,5373,5409,video_validation_0000180,5391
CricketShot,6,5400,5433,video_validation_0000180,5415
CricketBowling,5,5469,5502,video_validation_0000180,5485
CricketShot,6,5493,5517,video_validation_0000180,5503
CricketBowling,5,6012,6066,video_validation_0000180,6039
CricketShot,6,6054,6078,video_validation_0000180,6064
CricketBowling,5,6165,6192,video_validation_0000180,6176
CricketShot,6,6189,6213,video_validation_0000180,6199
CricketBowling,5,6444,6474,video_validation_0000180,6458
CricketShot,6,6474,6507,video_validation_0000180,6489
CricketBowling,5,69,93,video_validation_0000181,81
CricketShot,6,87,114,video_validation_0000181,97
CricketBowling,5,1599,1632,video_validation_0000181,1614
CricketShot,6,1623,1674,video_validation_0000181,1646
CricketBowling,5,2604,2646,video_validation_0000181,2623
CricketShot,6,2637,2673,video_validation_0000181,2654
CricketBowling,5,3534,3576,video_validation_0000181,3553
CricketShot,6,3570,3597,video_validation_0000181,3579
CricketBowling,5,4053,4077,video_validation_0000181,4064
CricketShot,6,4068,4110,video_validation_0000181,4088
CricketShot,6,228,255,video_validation_0000182,240
CricketShot,6,426,468,video_validation_0000182,446
CricketShot,6,837,876,video_validation_0000182,854
CricketShot,6,963,1026,video_validation_0000182,995
CricketShot,6,1359,1494,video_validation_0000182,1424
CricketShot,6,1611,1656,video_validation_0000182,1631
CricketShot,6,1704,1776,video_validation_0000182,1739
CricketShot,6,2127,2571,video_validation_0000182,2346
CricketShot,6,2691,2748,video_validation_0000182,2718
CricketShot,6,2799,2865,video_validation_0000182,2830
CricketShot,6,696,798,video_validation_0000183,745
CricketBowling,5,1896,1989,video_validation_0000183,1942
CricketShot,6,2031,2139,video_validation_0000183,2084
CricketBowling,5,24,54,video_validation_0000184,38
CricketShot,6,48,78,video_validation_0000184,61
CricketShot,6,657,726,video_validation_0000184,691
CricketShot,6,852,900,video_validation_0000184,876
CricketBowling,5,1035,1077,video_validation_0000184,1055
CricketShot,6,1056,1101,video_validation_0000184,1077
CricketBowling,5,1161,1200,video_validation_0000184,1178
CricketShot,6,1191,1218,video_validation_0000184,1203
CricketBowling,5,1452,1497,video_validation_0000184,1474
CricketShot,6,1485,1512,video_validation_0000184,1501
CricketBowling,5,1920,1959,video_validation_0000184,1938
CricketShot,6,1992,2064,video_validation_0000184,2028
CricketShot,6,2196,2274,video_validation_0000184,2236
CricketBowling,5,2526,2556,video_validation_0000184,2539
CricketShot,6,2526,2574,video_validation_0000184,2550
CricketBowling,5,3483,3519,video_validation_0000184,3498
CricketShot,6,3510,3534,video_validation_0000184,3521
CricketShot,6,3957,4014,video_validation_0000184,3983
CricketShot,6,4557,4671,video_validation_0000184,4613
CricketBowling,5,4701,4734,video_validation_0000184,4716
CricketShot,6,4722,4746,video_validation_0000184,4732
CricketBowling,5,4845,4872,video_validation_0000184,4857
CricketShot,6,4890,4932,video_validation_0000184,4911
CricketShot,6,1557,1653,video_validation_0000185,1604
CricketShot,6,1746,1803,video_validation_0000185,1773
CricketShot,6,483,495,video_validation_0000186,488
CricketShot,6,513,531,video_validation_0000186,520
CricketShot,6,636,657,video_validation_0000186,646
CricketShot,6,696,723,video_validation_0000186,710
CricketShot,6,954,981,video_validation_0000186,966
CricketShot,6,1248,1260,video_validation_0000186,1254
CricketShot,6,1395,1428,video_validation_0000186,1409
CricketShot,6,1545,1566,video_validation_0000186,1552
CricketShot,6,1758,1896,video_validation_0000186,1825
CricketShot,6,1992,2028,video_validation_0000186,2008
CricketShot,6,2061,2094,video_validation_0000186,2075
CricketShot,6,2124,2157,video_validation_0000186,2139
CricketShot,6,2202,2217,video_validation_0000186,2207
CricketShot,6,2235,2259,video_validation_0000186,2243
CricketShot,6,2301,2337,video_validation_0000186,2318
CricketBowling,5,666,699,video_validation_0000187,682
CricketShot,6,678,720,video_validation_0000187,697
CricketBowling,5,1065,1089,video_validation_0000187,1075
CricketShot,6,1140,1212,video_validation_0000187,1173
CricketShot,6,1305,1347,video_validation_0000187,1326
CricketShot,6,1377,1419,video_validation_0000187,1395
CricketBowling,5,1560,1611,video_validation_0000187,1585
CricketShot,6,1614,1641,video_validation_0000187,1625
CricketShot,6,1647,1710,video_validation_0000187,1677
CricketBowling,5,480,528,video_validation_0000188,502
CricketShot,6,528,552,video_validation_0000188,537
CricketShot,6,1086,1110,video_validation_0000188,1097
CricketShot,6,1290,1341,video_validation_0000188,1314
CricketBowling,5,1410,1452,video_validation_0000188,1431
CricketShot,6,1452,1473,video_validation_0000188,1462
CricketShot,6,2040,2085,video_validation_0000188,2061
CricketShot,6,2199,2286,video_validation_0000188,2241
CricketBowling,5,2547,2583,video_validation_0000188,2563
CricketShot,6,2568,2592,video_validation_0000188,2578
CricketShot,6,3111,3264,video_validation_0000188,3187
CricketBowling,5,3519,3591,video_validation_0000188,3554
CricketShot,6,3561,3600,video_validation_0000188,3579
CricketShot,6,3729,3789,video_validation_0000188,3759
CricketBowling,5,4209,4248,video_validation_0000188,4229
CricketShot,6,4230,4269,video_validation_0000188,4247
CricketBowling,5,4809,4887,video_validation_0000188,4846
CricketShot,6,4851,4896,video_validation_0000188,4873
CricketBowling,5,189,216,video_validation_0000189,201
CricketShot,6,201,243,video_validation_0000189,221
CricketBowling,5,795,825,video_validation_0000189,808
CricketShot,6,942,1053,video_validation_0000189,996
CricketBowling,5,1110,1152,video_validation_0000189,1131
CricketShot,6,1158,1197,video_validation_0000189,1175
CricketBowling,5,1749,1782,video_validation_0000189,1766
CricketShot,6,1770,1803,video_validation_0000189,1785
CricketBowling,5,2289,2313,video_validation_0000189,2298
CricketShot,6,2349,2424,video_validation_0000189,2384
CricketBowling,5,2556,2613,video_validation_0000189,2583
CricketShot,6,2607,2715,video_validation_0000189,2659
CricketBowling,5,3069,3093,video_validation_0000189,3080
CricketShot,6,3081,3111,video_validation_0000189,3096
CricketBowling,5,177,201,video_validation_0000190,187
CricketShot,6,201,219,video_validation_0000190,208
Diving,7,1146,1185,video_validation_0000201,1165
Diving,7,132,186,video_validation_0000202,158
Diving,7,834,1137,video_validation_0000202,985
Diving,7,1305,1383,video_validation_0000202,1342
Diving,7,1467,1536,video_validation_0000202,1500
Diving,7,1746,1878,video_validation_0000202,1810
Diving,7,2049,2100,video_validation_0000202,2072
Diving,7,2184,2244,video_validation_0000202,2211
Diving,7,2373,2418,video_validation_0000202,2393
Diving,7,2484,2598,video_validation_0000202,2540
Diving,7,2967,3051,video_validation_0000202,3008
Diving,7,3351,3414,video_validation_0000202,3382
Diving,7,3588,3666,video_validation_0000202,3624
Diving,7,3960,4053,video_validation_0000202,4005
Diving,7,4215,4251,video_validation_0000202,4232
Diving,7,4398,4461,video_validation_0000202,4428
Diving,7,4539,4590,video_validation_0000202,4562
Diving,7,4647,4698,video_validation_0000202,4673
Diving,7,4929,5073,video_validation_0000202,5001
Diving,7,5223,5280,video_validation_0000202,5251
Diving,7,5355,5457,video_validation_0000202,5405
Diving,7,5571,5649,video_validation_0000202,5606
Diving,7,204,429,video_validation_0000203,316
Diving,7,489,645,video_validation_0000203,568
Diving,7,1200,1314,video_validation_0000203,1256
Diving,7,1344,1443,video_validation_0000203,1393
Diving,7,2226,2319,video_validation_0000203,2272
Diving,7,3276,3327,video_validation_0000203,3300
Diving,7,3654,3723,video_validation_0000203,3686
Diving,7,3870,3918,video_validation_0000203,3893
Diving,7,4041,4086,video_validation_0000203,4062
Diving,7,4119,4188,video_validation_0000203,4152
Diving,7,4443,4488,video_validation_0000203,4465
Diving,7,4824,5037,video_validation_0000203,4928
Diving,7,303,459,video_validation_0000204,379
Diving,7,468,531,video_validation_0000204,499
Diving,7,579,642,video_validation_0000204,608
Diving,7,648,702,video_validation_0000204,674
Diving,7,762,825,video_validation_0000204,791
Diving,7,864,918,video_validation_0000204,889
Diving,7,930,990,video_validation_0000204,959
Diving,7,999,1083,video_validation_0000204,1041
Diving,7,1104,1188,video_validation_0000204,1146
Diving,7,1194,1281,video_validation_0000204,1235
Diving,7,1284,1347,video_validation_0000204,1314
Diving,7,1386,1518,video_validation_0000204,1451
Diving,7,1521,1575,video_validation_0000204,1545
Diving,7,1578,1635,video_validation_0000204,1604
Diving,7,1638,1695,video_validation_0000204,1664
Diving,7,1701,1758,video_validation_0000204,1729
Diving,7,1764,1815,video_validation_0000204,1787
Diving,7,1824,1869,video_validation_0000204,1846
Diving,7,1875,2016,video_validation_0000204,1944
Diving,7,2022,2085,video_validation_0000204,2053
Diving,7,2118,2196,video_validation_0000204,2154
Diving,7,2205,2256,video_validation_0000204,2227
Diving,7,2259,2322,video_validation_0000204,2289
Diving,7,2331,2508,video_validation_0000204,2416
Diving,7,2514,2709,video_validation_0000204,2609
Diving,7,2889,2934,video_validation_0000204,2911
Diving,7,2946,3006,video_validation_0000204,2973
Diving,7,3021,3081,video_validation_0000204,3050
Diving,7,3102,3189,video_validation_0000204,3144
Diving,7,3243,3450,video_validation_0000204,3346
Diving,7,3468,3519,video_validation_0000204,3493
Diving,7,3525,3585,video_validation_0000204,3554
Diving,7,3618,3666,video_validation_0000204,3642
Diving,7,3696,3747,video_validation_0000204,3719
Diving,7,3846,3906,video_validation_0000204,3875
Diving,7,3948,4020,video_validation_0000204,3982
Diving,7,4104,4161,video_validation_0000204,4130
Diving,7,4176,4227,video_validation_0000204,4198
Diving,7,4242,4302,video_validation_0000204,4271
Diving,7,4608,4674,video_validation_0000204,4638
Diving,7,4683,4743,video_validation_0000204,4711
Diving,7,4752,4821,video_validation_0000204,4786
Diving,7,4836,4908,video_validation_0000204,4870
Diving,7,4932,5004,video_validation_0000204,4966
Diving,7,5022,5112,video_validation_0000204,5066
Diving,7,5124,5235,video_validation_0000204,5178
Diving,7,5262,5325,video_validation_0000204,5290
Diving,7,5361,5430,video_validation_0000204,5394
Diving,7,5442,5499,video_validation_0000204,5471
Diving,7,5523,5610,video_validation_0000204,5565
Diving,7,5748,5805,video_validation_0000204,5773
Diving,7,5811,5862,video_validation_0000204,5834
Diving,7,5868,5928,video_validation_0000204,5896
Diving,7,5934,6087,video_validation_0000204,6010
Diving,7,6096,6261,video_validation_0000204,6176
Diving,7,6276,6432,video_validation_0000204,6353
Diving,7,6438,6612,video_validation_0000204,6522
Diving,7,6612,6696,video_validation_0000204,6655
Diving,7,6726,6798,video_validation_0000204,6760
Diving,7,6828,6882,video_validation_0000204,6854
Diving,7,6942,7014,video_validation_0000204,6977
Diving,7,7041,7095,video_validation_0000204,7067
Diving,7,7161,7212,video_validation_0000204,7184
Diving,7,7284,7341,video_validation_0000204,7310
Diving,7,7506,7560,video_validation_0000204,7531
Diving,7,7566,7638,video_validation_0000204,7601
Diving,7,7665,7725,video_validation_0000204,7693
Diving,7,7788,7851,video_validation_0000204,7820
Diving,7,7911,7956,video_validation_0000204,7933
Diving,7,7968,8073,video_validation_0000204,8019
Diving,7,8088,8178,video_validation_0000204,8131
Diving,7,8199,8289,video_validation_0000204,8241
Diving,7,8295,8376,video_validation_0000204,8334
Diving,7,8382,8436,video_validation_0000204,8405
Diving,7,8457,8511,video_validation_0000204,8481
Diving,7,8514,8568,video_validation_0000204,8539
Diving,7,8580,8640,video_validation_0000204,8609
Diving,7,8667,8724,video_validation_0000204,8695
Diving,7,1,96,video_validation_0000205,47
Diving,7,114,129,video_validation_0000205,121
Diving,7,150,339,video_validation_0000205,244
Diving,7,351,531,video_validation_0000205,439
Diving,7,564,738,video_validation_0000205,648
Diving,7,753,948,video_validation_0000205,849
Diving,7,960,1044,video_validation_0000205,1001
Diving,7,1056,1140,video_validation_0000205,1096
Diving,7,1173,1335,video_validation_0000205,1253
Diving,7,1338,1500,video_validation_0000205,1418
Diving,7,1512,1575,video_validation_0000205,1543
Diving,7,1602,1665,video_validation_0000205,1632
Diving,7,1698,1761,video_validation_0000205,1728
Diving,7,1788,1848,video_validation_0000205,1817
Diving,7,1896,1968,video_validation_0000205,1932
Diving,7,2043,2115,video_validation_0000205,2078
Diving,7,2178,2235,video_validation_0000205,2206
Diving,7,2280,2364,video_validation_0000205,2322
Diving,7,2397,2484,video_validation_0000205,2438
Diving,7,2514,2610,video_validation_0000205,2561
Diving,7,2637,2742,video_validation_0000205,2685
Diving,7,2814,2868,video_validation_0000205,2839
Diving,7,2922,3000,video_validation_0000205,2959
Diving,7,3042,3108,video_validation_0000205,3073
Diving,7,3150,3228,video_validation_0000205,3189
Diving,7,3291,3348,video_validation_0000205,3317
Diving,7,3366,3426,video_validation_0000205,3394
Diving,7,3462,3522,video_validation_0000205,3491
Diving,7,3576,3636,video_validation_0000205,3605
Diving,7,3675,3744,video_validation_0000205,3707
Diving,7,3786,4158,video_validation_0000205,3970
Diving,7,4200,4269,video_validation_0000205,4233
Diving,7,4293,4359,video_validation_0000205,4325
Diving,7,4392,4476,video_validation_0000205,4431
Diving,7,4494,4566,video_validation_0000205,4529
Diving,7,4590,4674,video_validation_0000205,4630
Diving,7,4713,4788,video_validation_0000205,4749
Diving,7,4815,4884,video_validation_0000205,4848
Diving,7,4905,4971,video_validation_0000205,4937
Diving,7,4998,5097,video_validation_0000205,5047
Diving,7,5151,5229,video_validation_0000205,5190
Diving,7,5244,5325,video_validation_0000205,5284
Diving,7,5346,5418,video_validation_0000205,5381
Diving,7,5466,5538,video_validation_0000205,5500
Diving,7,5562,5619,video_validation_0000205,5589
Diving,7,5652,5694,video_validation_0000205,5672
Diving,7,5745,5811,video_validation_0000205,5775
Diving,7,5853,5916,video_validation_0000205,5883
Diving,7,5928,5991,video_validation_0000205,5958
Diving,7,6027,6084,video_validation_0000205,6054
Diving,7,6111,6165,video_validation_0000205,6136
Diving,7,6216,6300,video_validation_0000205,6258
Diving,7,6324,6405,video_validation_0000205,6364
Diving,7,6417,6504,video_validation_0000205,6461
Diving,7,6549,6627,video_validation_0000205,6587
Diving,7,6648,6741,video_validation_0000205,6693
Diving,7,6807,6867,video_validation_0000205,6837
Diving,7,6882,6942,video_validation_0000205,6912
Diving,7,6978,7029,video_validation_0000205,7003
Diving,7,7050,7122,video_validation_0000205,7084
Diving,7,7149,7221,video_validation_0000205,7185
Diving,7,7266,7341,video_validation_0000205,7302
Diving,7,7404,7476,video_validation_0000205,7437
Diving,7,7485,7548,video_validation_0000205,7514
Diving,7,7566,7638,video_validation_0000205,7600
Diving,7,7650,7704,video_validation_0000205,7675
Diving,7,7734,7800,video_validation_0000205,7765
Diving,7,7821,7872,video_validation_0000205,7844
Diving,7,7902,7968,video_validation_0000205,7933
Diving,7,7998,8046,video_validation_0000205,8021
Diving,7,8061,8145,video_validation_0000205,8102
Diving,7,8160,8235,video_validation_0000205,8195
Diving,7,8268,8340,video_validation_0000205,8303
Diving,7,8352,8421,video_validation_0000205,8385
Diving,7,8445,8526,video_validation_0000205,8483
Diving,7,8556,8643,video_validation_0000205,8598
Diving,7,8655,8751,video_validation_0000205,8703
Diving,7,8784,8859,video_validation_0000205,8820
Diving,7,8886,8952,video_validation_0000205,8917
Diving,7,8967,9045,video_validation_0000205,9007
Diving,7,9051,9126,video_validation_0000205,9087
Diving,7,9147,9195,video_validation_0000205,9170
Diving,7,9216,9282,video_validation_0000205,9247
Diving,7,9297,9369,video_validation_0000205,9331
Diving,7,9390,9474,video_validation_0000205,9429
Diving,7,9510,9567,video_validation_0000205,9535
Diving,7,9588,9693,video_validation_0000205,9639
Diving,7,9717,9786,video_validation_0000205,9752
Diving,7,9801,9870,video_validation_0000205,9834
Diving,7,9909,9996,video_validation_0000205,9950
Diving,7,10017,10068,video_validation_0000205,10042
Diving,7,10077,10155,video_validation_0000205,10115
Diving,7,10167,10254,video_validation_0000205,10208
Diving,7,10284,10380,video_validation_0000205,10332
Diving,7,10392,10467,video_validation_0000205,10428
Diving,7,10482,10563,video_validation_0000205,10521
Diving,7,10599,10674,video_validation_0000205,10634
Diving,7,10695,10788,video_validation_0000205,10741
Diving,7,10815,10902,video_validation_0000205,10858
Diving,7,10914,11013,video_validation_0000205,10963
Diving,7,11019,11082,video_validation_0000205,11048
Diving,7,11109,11160,video_validation_0000205,11132
Diving,7,11181,11271,video_validation_0000205,11224
Diving,7,11331,11394,video_validation_0000205,11360
Diving,7,11406,11514,video_validation_0000205,11458
Diving,7,11538,11637,video_validation_0000205,11586
Diving,7,11991,12069,video_validation_0000205,12029
Diving,7,12231,12318,video_validation_0000205,12271
Diving,7,12351,12423,video_validation_0000205,12384
Diving,7,12453,12534,video_validation_0000205,12492
Diving,7,12561,12636,video_validation_0000205,12597
Diving,7,12675,12768,video_validation_0000205,12721
Diving,7,12795,12906,video_validation_0000205,12850
Diving,7,12942,13017,video_validation_0000205,12977
Diving,7,13041,13104,video_validation_0000205,13071
Diving,7,13128,13188,video_validation_0000205,13156
Diving,7,13257,13380,video_validation_0000205,13317
Diving,7,13476,13542,video_validation_0000205,13507
Diving,7,13650,13725,video_validation_0000205,13684
Diving,7,13806,13872,video_validation_0000205,13839
Diving,7,13965,14025,video_validation_0000205,13995
Diving,7,14067,14133,video_validation_0000205,14101
Diving,7,14166,14235,video_validation_0000205,14199
Diving,7,14268,14364,video_validation_0000205,14314
Diving,7,14373,14439,video_validation_0000205,14404
Diving,7,14463,14532,video_validation_0000205,14497
Diving,7,14565,14649,video_validation_0000205,14606
Diving,7,15438,15960,video_validation_0000205,15697
Diving,7,1,36,video_validation_0000206,18
Diving,7,36,66,video_validation_0000206,50
Diving,7,69,96,video_validation_0000206,80
Diving,7,99,123,video_validation_0000206,111
Diving,7,126,150,video_validation_0000206,135
Diving,7,153,177,video_validation_0000206,164
Diving,7,180,207,video_validation_0000206,192
Diving,7,210,246,video_validation_0000206,226
Diving,7,249,285,video_validation_0000206,264
Diving,7,285,321,video_validation_0000206,301
Diving,7,777,801,video_validation_0000206,789
Diving,7,855,921,video_validation_0000206,887
Diving,7,966,1017,video_validation_0000206,990
Diving,7,1023,1089,video_validation_0000206,1056
Diving,7,1143,1173,video_validation_0000206,1157
Diving,7,1227,1296,video_validation_0000206,1261
Diving,7,1485,1539,video_validation_0000206,1510
Diving,7,1569,1614,video_validation_0000206,1590
Diving,7,1671,1722,video_validation_0000206,1696
Diving,7,1785,1815,video_validation_0000206,1799
Diving,7,1863,1956,video_validation_0000206,1907
Diving,7,2019,2058,video_validation_0000206,2037
Diving,7,2103,2154,video_validation_0000206,2126
Diving,7,2184,2214,video_validation_0000206,2198
Diving,7,2277,2298,video_validation_0000206,2285
Diving,7,2349,2391,video_validation_0000206,2368
Diving,7,2457,2511,video_validation_0000206,2483
Diving,7,2556,2601,video_validation_0000206,2579
Diving,7,2622,2721,video_validation_0000206,2670
Diving,7,2781,2820,video_validation_0000206,2799
Diving,7,2880,2943,video_validation_0000206,2909
Diving,7,3003,3036,video_validation_0000206,3017
Diving,7,3042,3072,video_validation_0000206,3056
Diving,7,3078,3108,video_validation_0000206,3092
Diving,7,3183,3255,video_validation_0000206,3218
Diving,7,3327,3360,video_validation_0000206,3340
Diving,7,3393,3468,video_validation_0000206,3429
Diving,7,3660,3705,video_validation_0000206,3680
Diving,7,3765,3804,video_validation_0000206,3783
Diving,7,3825,3900,video_validation_0000206,3862
Diving,7,3951,3984,video_validation_0000206,3964
Diving,7,4029,4101,video_validation_0000206,4062
Diving,7,4140,4197,video_validation_0000206,4167
Diving,7,4242,4296,video_validation_0000206,4268
Diving,7,4335,4413,video_validation_0000206,4373
Diving,7,4467,4530,video_validation_0000206,4497
Diving,7,4599,4692,video_validation_0000206,4642
Diving,7,4758,4800,video_validation_0000206,4777
Diving,7,4899,4962,video_validation_0000206,4927
Diving,7,5037,5097,video_validation_0000206,5068
Diving,7,462,672,video_validation_0000207,565
Diving,7,1212,1362,video_validation_0000207,1285
Diving,7,2226,2340,video_validation_0000207,2283
Diving,7,2361,2418,video_validation_0000207,2389
Diving,7,2463,2556,video_validation_0000207,2508
Diving,7,3387,3483,video_validation_0000207,3434
Diving,7,3792,3990,video_validation_0000207,3888
Diving,7,4428,4557,video_validation_0000207,4491
Diving,7,804,891,video_validation_0000208,847
Diving,7,1008,1095,video_validation_0000208,1051
Diving,7,1101,1173,video_validation_0000208,1135
Diving,7,1185,1230,video_validation_0000208,1206
Diving,7,1260,1344,video_validation_0000208,1300
Diving,7,1380,1554,video_validation_0000208,1462
Diving,7,1566,1653,video_validation_0000208,1608
Diving,7,1710,1791,video_validation_0000208,1749
Diving,7,1869,1971,video_validation_0000208,1918
Diving,7,1995,2139,video_validation_0000208,2065
Diving,7,2181,2319,video_validation_0000208,2249
Diving,7,2382,2466,video_validation_0000208,2421
Diving,7,2481,2592,video_validation_0000208,2535
Diving,7,2640,2754,video_validation_0000208,2695
Diving,7,2787,2874,video_validation_0000208,2830
Diving,7,2928,3030,video_validation_0000208,2976
Diving,7,3078,3198,video_validation_0000208,3134
Diving,7,3228,3282,video_validation_0000208,3252
Diving,7,3390,3429,video_validation_0000208,3407
Diving,7,3432,3561,video_validation_0000208,3494
Diving,7,3582,3693,video_validation_0000208,3636
Diving,7,3717,3852,video_validation_0000208,3784
Diving,7,195,288,video_validation_0000209,239
Diving,7,515,638,video_validation_0000209,575
Diving,7,731,854,video_validation_0000209,792
Diving,7,914,1151,video_validation_0000209,1032
Diving,7,2233,2392,video_validation_0000209,2310
Diving,7,2598,2724,video_validation_0000209,2658
Diving,7,2757,2883,video_validation_0000209,2818
Diving,7,2931,3186,video_validation_0000209,3056
Diving,7,4316,4490,video_validation_0000209,4400
Diving,7,4687,4816,video_validation_0000209,4751
Diving,7,4861,5011,video_validation_0000209,4933
Diving,7,5047,5359,video_validation_0000209,5202
Diving,7,6399,6620,video_validation_0000209,6507
Diving,7,6848,6989,video_validation_0000209,6917
Diving,7,7064,7226,video_validation_0000209,7143
Diving,7,7277,7549,video_validation_0000209,7411
Diving,7,8964,9105,video_validation_0000209,9033
Diving,7,9977,10166,video_validation_0000209,10070
Diving,7,10780,10873,video_validation_0000209,10825
Diving,7,11032,11185,video_validation_0000209,11108
Diving,7,11230,11392,video_validation_0000209,11310
Diving,7,11449,11781,video_validation_0000209,11615
Diving,7,12908,12998,video_validation_0000209,12952
Diving,7,13711,13801,video_validation_0000209,13755
Diving,7,13966,14143,video_validation_0000209,14053
Diving,7,14182,14395,video_validation_0000209,14286
Diving,7,14416,14787,video_validation_0000209,14600
Diving,7,15848,16010,video_validation_0000209,15927
Diving,7,16055,16193,video_validation_0000209,16123
